title,title_en,name,date,keywords,abstract,link,id
面向智能驾驶测试的可变跟驰特性交通车建模方法,A Modeling Method for Traffic Vehicle with Variable Car Following Characteristic for Intelligent Driving System Testing,"Jian Zhao,Wenxu Li,Bing Zhu,Peixing Zhang,Rui Tang,Jiasheng Li",2024-11-22,"intelligent driving system testing,traffic vehicle modeling,variable car following characteristic,Transformer network,multiple weight allocation,",A variable following characteristic traffic vehicle modeling method for intelligent driving system testing is proposed in this paper. Firstly， by clustering and analyzing natural driving data， a highly realistic interactive personalized car following model is established， and the model output coupling is used to assign multiple weights to construct a traffic vehicle model with variable car following characteristics that can be used for intelligent driving system testing. Then， by establishing the traffic vehicle trajectory evaluation method， the rationality， diversity and authenticity of the model's output trajectory are verified. Finally， a joint simulation platform is built to test the application of the constructed traffic vehicle model to the Automatic Emergency Braking （AEB） algorithm. The results show that the traffic vehicle model constructed in this paper can output reasonable， diverse， and realistic trajectories under different car following characteristics. When the number of trajectories reaches 60 000， the average root mean square error matched with the real natural driving speed trajectory is 0.427 m/s. Moreover， the behavioral response of the tested system varies under different traffic vehicle trajectory characteristics. By changing the weight coefficients， the evolution law of the tested system response can be revealed， and targeted testing of the tested system performance can be achieved.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2024.11.002,559
面向自动驾驶测试的交互场景策略建模与仿真,Interactive Scenarios Strategy Modeling and Simulation for Automated Driving Testing,"Jian Sun,He Zhang,Xiaocong Zhao,Yiru Liu,Ye Tian",2024-11-22,"highly automated vehicles,scenario testing,interaction strategy,game theory,driving behavior,",The interaction ability between Highly Automated Vehicles （HAV） with human-driven vehicles is critical to the operational safety and efficiency of hybrid traffic in future. In order to test the interactivity of HAV， the background vehicle in the testing scenario needs to have naturalistic interaction characteristics and reflect the heterogeneous interaction strategy of human drivers. Based on the game theory， the Game-theoretical Strategic Interaction Model （GSIM） is developed in this paper. In the individual utility function， the interactive social characterization parameters with distinguishable values are introduced to directionally regulate the interaction strategy of the background vehicle. The test results of unprotected left-turning scenarios at intersections show that GSIM preserves the interpretability of natural driving stepwise planning and mutual interactions to ensure simulation accuracy of interactive behaviors. GSIM is also able to effectively reflect the interactive strategy of human driving in high-risk scenarios， helping to provide challenging and valuable testing scenarios. Compared to traditional Intelligent Driver Models， GSIM improves average simulation accuracy by 42.8% in unprotected left turn scenarios and serious conflicts recurrence rate by 25.8%.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2024.11.003,560
基于多信息融合网络的行人轨迹预测方法,Pedestrian Trajectory Prediction Method Based on Multi-information Fusion Network,"Song Gao,Jianglin Zhou,Bolin Gao,Jian Lu,He Wang,Yueyun Xu",2024-11-22,"autonomous driving,pedestrian trajectory prediction,multiple pedestrian information fusion network,ego-vehicle,",With the continuous development of autonomous driving technology， accurately predicting the future trajectories of pedestrians has become a critical element in ensuring system safety and reliability. However， most existing studies on pedestrian trajectory prediction rely on fixed camera perspectives， which limits the comprehensive observation of pedestrian movement and thus makes them unsuitable for direct application to pedestrian trajectory prediction under the ego-vehicle perspective in autonomous vehicles. To solve the problem， in this paper a pedestrian trajectory prediction method under the ego-vehicle perspective based on the Multi-Pedestrian Information Fusion Network （MPIFN） is proposed， which achieves accurate prediction of pedestrians' future trajectories by integrating social information， local environmental information， and temporal information of pedestrians. In this paper， a Local Environmental Information Extraction Module that combines deformable convolution with traditional convolutional and pooling operations is constructed， aiming to more effectively extract local information from complex environment. By dynamically adjusting the position of convolutional kernels， this module enhances the model’s adaptability to irregular and complex shapes. Meanwhile， the pedestrian spatiotemporal information extraction module and multimodal feature fusion module are developed to facilitate comprehensive integration of social and environmental information. The experimental results show that the proposed method achieves advanced performance on two ego-vehicle driving datasets， JAAD and PSI. Specifically， on the JAAD dataset， the Center Final Mean Squared Error （CF_MSE） is 4 063， and the Center Mean Squared Error （C_MSE） is 829. On the PSI dataset， the Average Root Mean Square Error （ARB） and Final Root Mean Square Error （FRB） also achieve outstanding performance with values of 18.08/29.21/44.98 and 25.27/54.62/93.09 for prediction horizons of 0.5 s， 1.0 s， and 1.5 s， respectively.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2024.11.004,561
基于设计运行条件的实际道路测试场景复杂度计算模型,Scenario Complexity Calculation Model of Real Road Test Based on Operational Design Condition,"Hang Sun,Yuran Li,Linlin Zhang,Yang Zhai,Zhenyu Chen,Chen Chen",2024-11-22,"automated driving,real road test,operational design condition,scenario complexity,",The safety of automated vehicle running on the real road is related to traffic factors， driver status， and vehicle status. One major challenge faced by automated driving is that the actual traffic environment is characterized by spatial-temporal randomness of road morphology， natural environment， traffic participants and events. And the difference in complexity of testing scenarios results in the irreproducibility of the automated driving testing process and the incompatibility of testing results， which means that the evaluation of automated driving lacks a unified and quantified testing environment benchmark. In this paper， a scenario complexity calculation model for real road test based on operational design condition （ODC） is proposed. Considering the impact of network connectivity， driver perception ability， and vehicle execution ability on the complexity of automated driving vehicles facing relevant scenarios on actual roads， a complexity calculation model element database for autonomous driving actual road testing scenarios based on the eight major categories of road level， traffic facilities， temporary traffic changes， traffic participants， natural environment， network information， driver status and vehicle status. A scenario complexity computational model of real road test based on operational design condition and analytic hierarchy process （AHP） is established， The effect transmission mechanism based on intelligent and connected technology is adopted to calculate the weight coefficient of scenario elements， and the feasibility and rationality of the proposed method are validated in the real road tests.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2024.11.005,562
交叉口车辆行为感知在线半监督混合方法,An Online Semi-supervised Hybrid Approach for Vehicle Behavior Perception at Intersections,"Hailun Zhang,Guangwei Wang,Qingwen Meng,Qing Xu,Jianqiang Wang,Keqiang Li",2024-11-22,"autonomous driving,behavior prediction,autoregressive integral moving average,ensemble learning,semi-supervised learning,",The autonomous driving perception system must perceive the movement of the target vehicle to make reasonable interactive decisions. For the time lag in behavior perception， as well as the problem that possible fluctuations and outliers in the data lead to poor perception accuracy， an online semi-supervised hybrid approach is proposed in this paper. Firstly， a data-driven online prediction algorithm for vehicle motion state is designed using autoregressive integral moving average and online gradient descent optimizer. Then， an initial model based on micro-clusters is constructed， and an ensemble learning strategy is established using K nearest neighbor as the base classifier. Error-driven representative learning and exponential decay strategies are designed to achieve iterative updates of the initial model. Finally， experimental data to verify the effectiveness of the proposed algorithm is collected based on the driving simulation platform. The results show that the proposed method has rapid adaptability to vehicle behavior fluctuations. The online prediction algorithm can accurately predict vehicle motion trends， and the behavior perception algorithm has strong adaptability to vehicle behavior at different prediction times.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2024.11.006,563
基于动态风险评估的车辆辅助驾驶行为决策,Vehicle Assisted Driving Behavior Decision-Making Based on Dynamic Risk Assessment,"Zhongjie Liu,Zhiguo Zhao,Qin Yu",2024-11-22,"intelligent vehicle,high-level assisted driving,risk assessment,driving behavior decision-making,",In order to ensure the safety and reliability of the high-level assisted driving system decision-making， a vehicle assisted driving behavior decision-making method based on dynamic driving risk assessment is proposed. Firstly， an obstacle risk assessment model and a virtual lane risk assessment model are established based on the potential field theory， which are used to describe the driving risk caused by dynamic traffic scenarios to the driving vehicle. Secondly， lane change behavior is divided into two stages according to the vehicle lane change process， which are lane change motivation generation and target lane safety decision-making. Further， the risk assessment indicator for lane change scenarios is proposed to formulate safe lane change rules， and the public data set is used to analyze and verify the risk assessment representation capability in lane change scenarios. Then， based on real-time traffic environment information， the driving behavior decision-making method in lane is determined to achieve safe decision-making in various driving scenarios. Finally， the proposed vehicle assisted driving behavior decision-making method is verified on the PreScan/CarSim/Simulink joint simulation platform and real vehicle road test platform. The results show that the proposed risk assessment model and driving behavior decision-making method can accurately identify and evaluate driving risk， and decide the vehicle driving behavior in real time and rationally， which effectively ensures the driving safety of the high-level assisted driving system.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2024.11.007,564
地下矿道无人车可行驶区域检测算法,Algorithm for Detecting Free Space in Underground Mine Tunnels for Autonomous Vehicles,"Zhijun Chen,Chaowei Wang,Chaozhong Wu,Chuang Qian,Huaizhu Wu,Guangjun Shen",2024-11-22,"autonomous driving,unmanned mine truck,free space detection,semantic segmentation,",The detection of free space in underground mine tunnels is the key sensing technology for underground mining autonomous driving systems. However， the characteristics of low illumination and complex working environment inside the tunnels bring great challenges to this task. In view of this， in this paper an algorithm for detecting free space in underground mine tunnels is proposed. Firstly， a dual-branch feature extraction backbone network is proposed to solve the problem of difficulty in extracting image features caused by the degradation of tunnel details. Secondly， for the problem of incomplete detection of drivable areas in underground mining tunnels， an adaptive multi-scale atrous spatial pyramid pooling feature enhancement module is proposed. Finally， a dual-branch channel attention mechanism fusion module is developed to solve the problem of inaccurate boundary extraction in the underground mine tunnels. The experiments are conducted on a self-made dataset specifically designed for underground mine tunnels. The results show that the proposed algorithm surpasses other existing methods such as Deeplabv3+， UNet， DDRNet-23， and PIDNet， with an increase of 2.07， 2.39， 1.87， and 1.92 percentage points in terms of MIoU scores， and 1.78， 2.45， 1.84， and 1.86 in terms of mAcc scores， respectively. The effectiveness of the proposed algorithm has been validated through its successful application in real mine tunnel scenarios， particularly for underground mining autonomous driving vehicles.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2024.11.008,565
融合语义信息与物体级几何特征的实时动态激光SLAM算法,Real-Time Dynamic Laser SLAM Algorithm Combining Object-Level Geometric Features and Semantic Information,"Fengchong Lan,Xiaoqiang Tian,Jiqing Chen,Yuxiang Che,Yunjiao Zhou",2024-11-22,"laser SLAM,dynamic environment,object-level geometric feature,semantic information,parallel computing,",In view of the problems of the existing laser SLAM algorithm in dynamic scenes， which has poor robustness and the positioning and mapping accuracy is easily disturbed by dynamic objects， a real-time dynamic laser SLAM algorithm called Object-SuMa that combines object-level geometric feature and semantic information is proposed. Firstly，through processes such as ground filtering， object segmentation and pose size calculation， object-level geometric features are generated and represented as texture and used to correct semantic segmentation errors within the object. Then， in the odometry stage， the IOU calculation of the oriented bounding box is decomposed， and object-level geometric weighting and semantic weighting are introduced based on the bounding box IOU and semantic segmentation results to reduce mismatching and dynamic point matching. In addition， the graphics rendering pipeline is used to build a parallel computing process， and the computational complexity and time consuming are reduced by two-step optimization of ground point registration and non-ground point registration. Finally， tests on the KITTI odometry data set show that compared with SuMa++， the Object-SuMa algorithm has improved the relative pose accuracy by 15% and reduced the average time of ICP by 17%， which improves the positioning accuracy and robustness of laser SLAM in dynamic scenarios.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2024.11.009,566
基于证据深度学习的CAN网络入侵检测框架,Intrusion Detection Framework for CAN Networks Based on Evidence Deep Learning,"Qin Shi,Zhiwei Li,Teng Cheng,Qiang Zhang,Wenchong Wang",2024-11-22,"intrusion detection,evidence deep learning,uncertainty,loss function,",With the continuous development of mobile communication technologies in intelligent autonomous driving systems， securing vehicular communication data has become pivotal for transportation safety. Faced with threats of hackers remotely manipulating vehicles through the CAN bus network， existing frameworks can detect known attacks but falter in identifying location-based attacks. A detection framework integrating evidence-based deep learning is proposed in this paper， comprising data preprocessing， analysis， and attack detection modules. The preprocessing module employs independent hot encoding to enhance data quality and adaptability. The analysis module utilizes Generative Adversarial Networks （GANs） to bolster the framework's generalization and simulate attack scenarios. The attack detection module harnesses evidence-based deep learning to enhance the framework's capability in handling uncertainties from unknown attacks.The framework is tested on an open-source car hacking dataset and a dataset constructed based on the Chery EXEED RX model. The test results show that the framework improves the overall performance by 24.5% in detecting unknown attacks compared to traditional classification probability-based networks.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2024.11.010,567
考虑不同时域的商用车预见性巡航控制,Predictive Cruise Control for Commercial Vehicles Considering Different Time Domains,"Xiaohu Geng,Yao Fu,Jie Wang,Yulong Lei,Weidong Liu,Yuhai Wang,Ke Liu",2024-11-22,"predictive cruising,speed planning and control,deep reinforcement learning,model predictive control,",Predictive cruise control （PCC） performs long-term speed planning at the planning layer with the objective of predicting energy savings and short-term tracking control for the vehicle speed at the execution layer. Integrating these layers into a single optimal control problem poses significant challenges in system design due to the different time scale step requirements between the planning layer and the execution layer. To address this challenge， a hierarchical control approach is adopted in this paper. At the planning layer， an improved twin delayed deep deterministic policy gradient （TD3） algorithm is utilized to determine the long-term planning speed over the prediction horizon. Meanwhile， at the execution layer， based on model predictive control （MPC）， taking the planned vehicle speed as the reference speed and considering engine fuel consumption characteristics and transmission shift laws， further economic optimization and tracking control of the planned speed are carried out in the short term. The hardware-in-the-loop （HIL） validation results show that combining the improved TD3 algorithm with MPC effectively resolves the time scale inconsistency between planning and execution in PCC， which can significantly reduce both fuel consumption and shift frequency during the cruising of heavy-duty commercial vehicles.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2024.11.011,568
基于Transformer的纯电动汽车充电时间预测,Transformer-Based Prediction of Charging Time for Pure Electric Vehicles,"Jie Hu,Lin Chen,Zhihong Wang,Haihua Qing,Haojie Wang",2024-11-22,"electric vehicles,charging time,data driven,Transformer,",The arrangement of charging time for pure electric vehicles is a crucial part of the daily life of car owners， directly affecting the convenience and comfortable experience of their travel. However， there are still challenges such as insufficient charging station resources and the need for advanced planning for charging. To solve the problem of car owners being unable to use the vehicle immediately due to insufficient battery， a charging time prediction solution based on the Transformer model is proposed to help car owners better plan their daily itinerary. In order to better understand the degree of battery performance degradation and capacity loss， the capacity method is used to evaluate the health status of batteries， and the charging behavior of drivers is analyzed to construct the characteristics of battery charging behavior. Savitzky Golay filter is used to smooth out the features representing battery attenuation and perform cumulative transformation， so that the features can more comprehensively represent battery information. Then the Pearson correlation coefficient and LASSO （Least Absolute Shrinkage and Selection Operator） regression algorithm are coupled to obtain the optimal feature set through secondary screening. Finally， using the Transformer model's strong attention mechanism， the charging time is predicted. Through experimental data verification， this scheme can accurately and quickly predict the charging time of pure electric vehicles， with a determination coefficient of 0.999 and a running speed of 156 ms.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2024.11.012,569
磷酸铁锂电池碳纳米管膜加热结构设计及验证,Design and Validation of a Carbon-Nanotube Film Heating Panel for LiFePO4 Battery,"Chao Tang,Zhixiong Cen,Zhenghan Yin,Hairui Wang,Peiyu Yuan,Zonghong Xie",2024-11-22,"LiFePO<sub>4</sub> battery,fiber carbon-nanotube film laminated composite,low temperature resistance,functional structure,",For the problem of performance degradation in LiFePO4 batteries under low-temperature conditions， a lightweight， high-strength， low-voltage， safe， and energy-efficient Fiber Carbon-nanotube film Laminated heating structure for LiFePO4 battery is designed and developed， and experimental validation is conducted. The thermocompression technology is used to achieve the integrated molding of the Carbon-nanotube film and composite laminated structure. The experiment verifies the uniformity， stability and thermal fatigue resistance of a FCL （Fiber Carbon-nanotube film Laminated composite） heater. Furthermore， heating experiments on LiFePO4 batteries in low-temperature environments are carried out， which is compared with the traditional Positive Temperature Coefficient （PTC） heater. The results show that compared to the traditional PTC heater， the FCL heater exhibits a 59% reduction in weight， a 3.5% decrease in energy consumption， a 26% improvement in temperature rise efficiency， and a 195% increase in power-to-weight ratio.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2024.11.013,570
基于多工况模式的复合型悬架平顺性研究,Research on Ride Comfort of Composite Suspension Based on Multiple Working Condition Modes,"Wen Sun,Chenyang Li,Junnian Wang,Xujun Wan,Guijun Liu,Wei Li",2024-11-22,"composite suspension system,ride comfort optimization,multi-condition control strategy,control strategy of switching working mode,multi-condition verification,",As a core component for regulating vehicle ride comfort， the performance of the suspension system directly determines the quality of vehicle driving. For the current problem of poor ride comfort during vehicle driving on complex roads， a composite suspension structure that is different from traditional suspensions is constructed in this paper， and the overall system architecture of this suspension is established. Firstly， in order to explore the vibration mechanism of the composite suspension of the complete vehicle， a dynamic model of the composite suspension of the complete vehicle is constructed. Secondly， combined with the complex driving requirements of the driver， a control strategy for the composite suspension system based on multiple operating conditions is constructed. The optimization effect is verified by different weighted RMS values of acceleration during vehicle driving， and the anti-air spring model is used to prove that the system can reduce the wear of the air spring. Finally， in the VI-Grade compact driving simulator， experimental verification is conducted based on the constructed complex operating conditions， and the test results of body vertical acceleration， roll angle acceleration， and pitch angle acceleration with and without control are compared. The experimental results show that the proposed composite suspension system can improve performance by 32.26%， 23.77%， and 7.38% under straight， curved， and braking conditions， respectively， through vehicle performance testing under complex conditions. It can effectively improve the ride comfort performance of vehicles while driving and solve the problem of air spring wear under normal driving conditions.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2024.11.014,571
基于NSGA-II的纯电动汽车悬置系统隔振率优化,Optimization of Vibration Isolation Rate of Pure Electric Vehicle Mounting System Based on NSGA-II,"Yunfei Zha,Liyuan Zheng,Yinyuan Qiu,Yue Chen",2024-11-22,"pure electric vehicle,powertrain mounting system,vibration isolation rate,multi-objective optimization,",The vibration characteristics of pure electric vehicles differ significantly from traditional internal combustion engine vehicles. In this paper， a research method suitable for optimizing the vibration isolation rate of mounting systems is proposed to address the insufficient vibration isolation rate of pure electric vehicle suspension. The vibration isolation rate in all directions of the engine mounting system and main factors affecting the vibration isolation rate of the engine suspension are analyzed. The vibration isolation rate of the rear suspension is defined as the optimization object， and the method of optimizing the jog stiffness of the passive side bracket installation of the suspension is proposed to improve the vibration isolation rate. Taking the optimal isolation rate and minimum mass ratio change as the optimization objectives， and using the NSGA-II multi-objective optimization algorithm， the target value of the jog stiffness of the passive side bracket installation is optimized， and the passive side bracket structure is adjusted according to the optimization results. The test results show that the optimized rear suspension Y-direction vibration isolation rate increase from 5.61 to 18.13 dB， and the driver's right side-ear noise decreases by 9.76 and 5.03 dB（A） in the 24th and 48th orders， indicating a significant improvement in driving comfort.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2024.11.015,572
基于KANN-DBSCAN带宽优化的核密度估计载荷谱外推,Extrapolation of Load Spectrum Based on KANN-DBSCAN Bandwidth Optimization Kernel Density Estimation,"Jinbao Zhang,Yongle Yang,Zhifei Zhang,Liangfeng Peng,Weixiong Lin,Youyuan Zhang,Zhongming Xu",2024-11-22,"load extrapolation,clustering,kernel density estimation,rule-of-thumb,Monte-Carlo simulation,",Considering the limitation of global fixed bandwidth of load extrapolation for kernel density estimation， a load extrapolation method based on K-Average Nearest Neighbor Density-Based Spatial Clustering of Applications with Noise （KANN-DBSCAN） kernel density estimation （KDE） is proposed. The load data is grouped and clustered using the KANN-DBSCAN clustering algorithm， and the Rule-of-thumb （ROT） method is used to obtain the optimal bandwidth between different clusters. Then the kernel density estimation is conducted， and finally extrapolation is carried out using Monte Carlo simulation. The extrapolation rationality is verified using the measured load data of a certain electric vehicle on user road as the application object. The extrapolation effect is assessed by the three indicators of statistical parameter quantity， goodness of fit， and pseudo-damage. The results show that compared with the traditional fixed bandwidth kernel density estimation extrapolation method， the extrapolation load obtained by the DBSCSN kernel density estimation extrapolation method is closer to the actual load in statistical parameters， and the error of the mean， standard deviation， and maximum value is only 1.9%， 4.3%， and 1.9%， respectively. The magnitude cumulative frequency curve fits R2 are all greater than 0.99， and the pseudo-damage is close to 1. The results show the effectiveness of the clustering method in kernel density estimation load extrapolation， which is helpful for compiling the load spectrum of electric vehicles on customer service road， and can provide reference for the load extrapolation of mechanical parts with similar load distribution characteristics.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2024.11.016,573
3D打印梯度随机蜂窝夹芯结构耐撞性研究与多目标优化设计,Research on the Crashworthiness of 3D Printing Gradient Random Honeycomb Sandwich Structure and Multi-objective Optimization Design,"Geng Luo,Chengpeng Chai,Zhaofei Zhu,Yisong Chen",2024-11-22,"random honeycomb,sandwich structure,3D printing,energy absorption characteristics,multi-objective optimization,",With excellent energy absorption properties of lightweight and high specific energy absorption， honeycomb material is widely used in various energy absorption protection structures. In this article， based on Voronoi diagrams and 3D printing technology， a novel gradient random honeycomb sandwich structure is designed and prepared. A finite element model of its three-point bending load is established and experimentally validated. Subsequently， based on the numerical model， crashworthiness research and multi-objective optimization design are conducted. The results show that for uniform random honeycomb sandwich structures， those with a lower degree of randomness have better energy absorption characteristics. Increasing the wall thickness increases the specific energy absorption but also leads to a larger load fluctuation coefficient due to the meso-structural deformation mode dominated by plastic hinges. When the relative density is consistent， the specific energy absorption of the random honeycomb sandwich structure with different cell size is not much different， and the decrease of cell size makes the deformation process more stable and reduces the bearing fluctuation coefficient. For cell size and cell wall thickness gradient random honeycomb sandwich structures， the introduction of a positive gradient of leads to a deformation mode dominated by both the support end and the loading end， which improves the energy absorption indicators. Based on the Non-dominated Sorting Genetic Algorthm-II （NSGA-II）， a multi-objective optimization of the positive gradient random honeycomb sandwich structures is performed. The obtained meso-structural parameters with optimal energy absorption characteristics show a 33.9% increase in specific energy absorption compared to the uniformly random honeycomb sandwich structure without optimization design.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2024.11.017,574
浮动式配流盘柱塞泵马达系统动力学建模及特性研究,Dynamic Modeling and Characteristic Study of the Floating Valve Plate Piston Pump-Motor System,"Hujiang Wang,Tao Wang,Yu Lin,Fu Du,Wentao Feng",2024-11-22,"axial piston pump/motor,floating valve plate,high pressure oil circuit,auxiliary hydraulic chamber,dynamic modeling and analysis,","The design of the floating valve plate effectively addresses the problem of cylinder block tilting at high speed in axial piston pumps/motors， aligning with the trend towards high-speed development of axial piston pumps/motors and gaining attention in recent years. However， there is still a lack of systematic dynamic modeling and dynamic characteristic research for the piston pump/motor system designed with floating valve plate， which limits the design of floating valve plate piston pump/motor products. A comprehensive parameterized dynamic model of the system that considers its detailed structural features is established for the piston pump motor system designed with floating valve plate. The study focuses on the laws of dynamic changes of the pressure in the high-pressure oil circuit and the auxiliary hydraulic chambers， and the model's correctness is verified through bench tests. The results show that the high-pressure oil circuit exhibits a ""sharp drop and slow rise"" characteristic of ""sawtooth"" pressure pulsations， which are intense. At a pump speed of 1 000 revolutions per minute （r/min）， the average pressure in the high-pressure oil circuit at 20 and 40 MPa pressure levels results in pulsation amplitudes as high as ±1.5 and ±3 MPa， respectively. The fluid pressure in the auxiliary hydraulic chamber exhibits a dynamic change pattern of ""rapid follow-up and slow decline，"" meaning that once the auxiliary hydraulic chamber is connected with the high-speed rotating piston chamber， its fluid pressure almost immediately follows the piston chamber pressure changes without attenuation or lag. After disconnection from the piston chamber， it can still maintain the chamber pressure effectively.",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2024.11.018,575
热成形钢电阻点焊断裂模式与失效力预测研究,A Predictive Study on Fracture Mode and Failure of Resistance Spot Welding of Hot-Formed Steel,"Lizhong Mao,Chang Tian,Zhongwei Xu,Yue Lu,Hongsheng Tian,Chen Cheng",2024-11-22,"resistance spot welding,welding joint failure,fracture mode,microstructural evolution,",The microstructure evolution and deformation behavior of resistance spot-welded joints of the two layer plates of 1500HS hot-formed steel sheets are studied in this paper. Through metallographic analysis， heat input distribution map， and alloy material property map， the microstructural changes at various positions relative to the weld nugget are analyzed. As the distance from the center area of the weld nugget increases， the microstructure of the welded joint can be divided into columnar crystal martensite， coarse-grained martensite， fine-grained martensite， ferrite-martensite dual phase microstructure and tempered martensite microstructure. Combined with Vickers hardness analysis， the differences in hardness under different organizational characteristics are clarified. The results show that the hardness decreases significantly in the ferrite martensite dual phase structure and tempered martensite region， which are the weak areas of the welding joints. Based on the experimental results of fusion size， maximum failure load， fracture surface macro-morphology， initial fracture location， and Vickers hardness of different plate thickness combinations， the influence of plate thickness and plate strength on the fracture mode， initial fracture location， and maximum failure load of the spot welded joints is explained.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2024.11.019,576
基于模糊逻辑控制的燃料电池汽车能量管理控制策略研究*,Research on Energy Management Strategy of Fuel Cell Vehicle Based on Fuzzy Logic Control,"Wang Qian, Li Dinggen, Miao Huachun",2019-12-25,"fuel cell vehicles,micro-variable fuzzy logic,energy management,control strategy,simulation optimization,","Key words: 
	                            																				                                       fuel cell vehicles, 
	                                    	                            											                                       micro-variable fuzzy logic, 
	                                    	                            											                                       energy management, 
	                                    	                            											                                       control strategy, 
	                                    	                            											                                       simulation optimization 
	                                    	                                                            ",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2019.012.001,577
伴随发动机起动的混合动力模式切换控制,Research on Hybrid Mode Transition Control with Engine Start,"Yang Ye, Zhang Youtong, Shan Xiaoming",2019-12-25,"coaxial parallel hybrid system,mode transition,dynamic coupling,torque coordinated control,","Key words: 
	                            																				                                       coaxial parallel hybrid system, 
	                                    	                            											                                       mode transition, 
	                                    	                            											                                       dynamic coupling, 
	                                    	                            											                                       torque coordinated control 
	                                    	                                                            ",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2019.012.002,578
CDPF被动再生特性及再生平衡条件研究*,Study on Passive Regeneration Characteristics and Regeneration Balance Condition of CDPF,"Chu Guoliang, Wang Guoyang, Qi Jinzhu, Yang Bo, Shuai Shijin",2019-12-25,"CDPF,passive regeneration,Arrhenius equation,balance temperature,","Key words: 
	                            																				                                       CDPF, 
	                                    	                            											                                       passive regeneration, 
	                                    	                            											                                       Arrhenius equation, 
	                                    	                            											                                       balance temperature 
	                                    	                                                            ",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2019.012.003,579
逆流式混合器的设计及尿素结晶风险评估方法研究,Study on Counterflow Mixer Design and Urea Crystallization Risk Assessment Method,"Han Feng, Zhang Xiaoli, Wang Yibao, Hu Xiaoyan, Wang Xia, Shi Dailong",2019-12-25,"counter-flow mixer,urea crystallization,excess energy ratio,CFD technology,","Key words: 
	                            																				                                       counter-flow mixer, 
	                                    	                            											                                       urea crystallization, 
	                                    	                            											                                       excess energy ratio, 
	                                    	                            											                                       CFD technology 
	                                    	                                                            ",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2019.012.004,580
基于改进粒子滤波算法实现锂离子电池RUL预测*,RUL Prediction of Lithium-ion Battery Based on Improved Particle Filtering Algorithm,"Wei Haiyan, An Jingjing, Chen Jing, Wang Huimin, Pan Haihong, Chen Lin",2019-12-25,"lithium-ion battery,remaining useful life,particle filtering,linear optimization resampling,","Key words: 
	                            																				                                       lithium-ion battery, 
	                                    	                            											                                       remaining useful life, 
	                                    	                            											                                       particle filtering, 
	                                    	                            											                                       linear optimization resampling 
	                                    	                                                            ",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2019.012.005,581
轮毂电机驱动车辆线控差动转向的研究*,Research on Differential Steering by Wire in a Hub-motors-driven Vehicle,"Wang Qidong, Cao Ye, Chen Wuwei, Zhao Linfeng, Tan Hongliang, Xie Youhao",2019-12-25,"electric vehicle,hub motor drive,differential steering by wire,torque distribution,","Key words: 
	                            																				                                       electric vehicle, 
	                                    	                            											                                       hub motor drive, 
	                                    	                            											                                       differential steering by wire, 
	                                    	                            											                                       torque distribution 
	                                    	                                                            ",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2019.012.006,582
基于驾驶员经验的自动泊车规划算法研究*,Study on Automatic Parking Planning Algorithm Based on Driver's Experience,"Hu Wen, Tan Yunsheng, Kang Longyun, Yu Zongguang",2019-12-25,"automatic parking,path planning,driving experience,parallel parking,","Key words: 
	                            																				                                       automatic parking, 
	                                    	                            											                                       path planning, 
	                                    	                            											                                       driving experience, 
	                                    	                            											                                       parallel parking 
	                                    	                                                            ",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2019.012.007,583
